# GSE103092.analysis.more.ids3.Rmd 
# 1593285614 
# Input file: geo.datasets/GSE103092/GSE103092.txt 
"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"
"A_33_P3392092"	0.9818697	0.913	0.1113334	-6.217612	0.0341055	"ADCYAP1"
"A_33_P3333054"	0.8947182	0.581	0.5664349	-6.059638	0.1462829	"SYBU"
"A_24_P59220"	0.3641739	0.0214	-2.6276159	-3.397412	-0.5321453	"POTEF"
"A_33_P3229375"	0.7601737	0.298	-1.0857183	-5.640202	-0.2206817	"PSMB11"
"A_33_P3250895"	0.5431013	0.0809	-1.8990606	-4.587469	-1.3588691	"PSMB11"
"A_33_P3255304"	0.9702365	0.866	0.1718757	-6.208725	0.0551725	"GGT5"
"A_23_P338168"	0.7011271	0.213	1.3134428	-5.38714	0.2883252	"FBXL19"
"A_33_P3232778"	0.648112	0.156	-1.5077569	-5.143213	-0.2634932	"PRAMEF19"
"A_21_P0000004"	0.9419206	0.747	0.3302588	-6.167669	0.0930684	"SYS1"
"A_33_P3233814"	0.7944967	0.36	0.9507012	-5.77157	0.3758969	"PRAMEF20"
"A_33_P3392530"	0.8990607	0.597	0.5424209	-6.073119	0.1161873	"MAGEB16"
"A_23_P22672"	0.9991748	0.997	-0.0043203	-6.224035	-0.0011938	"ALG13"
"A_23_P1102"	0.3670681	0.022	2.6139389	-3.420939	0.9387235	"ACTA1"
"A_33_P3301524"	0.528308	0.0733	-1.9550431	-4.502073	-0.4770845	"XRCC3"
"A_32_P3955"	0.6573376	0.165	-1.4745285	-5.1866	-0.5660337	"C7orf57"
"A_24_P726336"	0.9110957	0.635	-0.4862362	-6.10248	-0.1203667	"PHACTR2"
"A_33_P3321050"	0.4390902	0.037	2.3345748	-3.893601	0.6400522	"PHACTR2"
"A_33_P3314468"	0.9841002	0.924	-0.0967725	-6.219184	-0.0275841	"IMMT"
"A_33_P3407700"	0.5077984	0.0644	-2.0279023	-4.389067	-0.4188917	"TMEM192"
"A_24_P58488"	0.9129231	0.641	0.4778274	-6.106609	0.1394837	"C2orf73"
"A_24_P52004"	0.8299437	0.432	-0.8123569	-5.890475	-0.1805347	"PDS5A"
"A_24_P186216"	0.9435516	0.752	0.3227606	-6.170189	0.0543388	"PDS5A"
"A_23_P67589"	0.3969598	0.0279	-2.4869766	-3.637763	-0.5186935	"REX1BD"
"A_33_P3214705"	0.4273545	0.0345	-2.372308	-3.830765	-0.4798394	"REX1BD"
"A_33_P3400389"	0.5566791	0.0901	1.8368505	-4.680807	0.4913937	"SPATS2L"
"A_33_P3215123"	0.8030826	0.375	-0.9206844	-5.798753	-0.2881688	"RAP1GDS1"
"A_32_P85813"	0.7049764	0.217	-1.2991375	-5.404126	-0.4582977	"RAP1GDS1"
"A_33_P3237874"	0.9373849	0.729	-0.3548616	-6.159001	-0.2393062	"TROAP"
"A_24_P873414"	0.7489346	0.278	1.1340733	-5.589662	0.2529583	"PLEKHB2"
"A_33_P3387861"	0.7414877	0.267	-1.1608383	-5.560926	-0.3185912	"CENPN"
"A_33_P3387856"	0.9301565	0.699	0.3963697	-6.142999	0.1223759	"CENPN"
"A_33_P3313755"	0.7589191	0.296	-1.0916904	-5.634057	-0.3767355	"PRAMEF18"
"A_33_P3351249"	0.8925345	0.574	0.5774122	-6.053291	0.2148	"CXCL16"
"A_33_P3352278"	0.9425522	0.749	0.3264364	-6.16896	0.2150855	"TMEM170B"
"A_32_P178966"	0.9167061	0.653	-0.4599984	-6.115135	-0.2574052	"TMEM170B"
"A_21_P0012275"	0.8028965	0.374	0.9209967	-5.798474	0.2504716	"SLC9B1"
"A_21_P0010940"	0.869865	0.516	-0.6686227	-5.996136	-0.1543398	"SLC9B1"
"A_21_P0011428"	0.8929687	0.575	0.5750207	-6.054684	0.1055594	"SLC9B1"
"A_23_P369641"	0.6404042	0.15	1.5349627	-5.107203	0.2997847	"MROH6"
"A_23_P376188"	0.5405489	0.0799	-1.9057868	-4.577278	-0.7861571	"BEND7"
"A_24_P393372"	0.2874939	0.0107	-2.9973914	-2.752185	-0.9910131	"PACS2"
"A_33_P3255131"	0.7998682	0.369	-0.9316191	-5.788938	-0.2969831	"KCTD19"
"A_24_P306824"	0.9826445	0.917	-0.1067475	-6.218131	-0.0335141	"MBOAT4"
"A_23_P2322"	0.9605852	0.826	0.2243044	-6.197976	0.0563837	"TSPAN19"
"A_23_P135769"	0.9821388	0.914	0.1101335	-6.21775	0.0334728	"ACTB"
"A_32_P137939"	0.8302522	0.432	-0.8110847	-5.891492	-0.1935751	"ACTB"
"A_23_P162861"	0.988713	0.95	0.0640288	-6.221916	0.0162055	"SERPINE3"
"A_33_P3398513"	0.7351237	0.256	-1.1907227	-5.52821	-0.5008922	"C1GALT1C1L"
"A_33_P3297390"	0.9273768	0.688	-0.4104381	-6.137185	-0.0717564	"C3orf79"
"A_33_P3214520"	0.8796042	0.543	0.6258706	-6.023902	0.1546374	""
"A_33_P3379811"	0.8840887	0.555	-0.6070204	-6.035599	-0.1151444	"C12orf77"
"A_33_P3374640"	0.9112737	0.636	-0.4851927	-6.102996	-0.1042097	"ADM5"
"A_24_P693461"	0.8929113	0.575	0.5753455	-6.054495	0.1822688	"SFTA3"
"A_33_P3418005"	0.5188012	0.0694	-1.9858607	-4.454524	-0.5659134	"CCDC160"
"A_33_P3306192"	0.775098	0.324	1.0263148	-5.699802	0.211303	"KBTBD13"
"A_24_P271149"	0.6578725	0.166	1.4718175	-5.19011	0.5023157	"IGLON5"
"A_33_P3244643"	0.159428	0.0027	-3.7279643	-1.460418	-0.9920105	"FAM183A"
"A_33_P3246663"	0.915398	0.649	-0.465904	-6.112345	-0.1533871	"PIRT"
"A_33_P3280750"	0.8652782	0.506	-0.6843789	-5.985473	-0.1977817	"CLDN25"
"A_33_P3302448"	0.336253	0.0171	-2.7478264	-3.189401	-0.9504408	"LINGO3"
"A_23_P142031"	0.8212342	0.413	-0.8461204	-5.862975	-0.1810536	"SBK2"
"A_33_P3338220"	0.9826701	0.917	0.1062868	-6.218182	0.0206724	"SH2D7"
"A_23_P50517"	0.7004612	0.212	-1.3165254	-5.383462	-0.6259134	"ZNF541"
"A_32_P78059"	0.8306849	0.434	-0.8092231	-5.892977	-0.2635579	"MYO1H"
"A_33_P3381707"	0.6546818	0.163	-1.48299	-5.175615	-0.2584586	"CRPPA"
"A_33_P3362503"	0.6768374	0.185	-1.403059	-5.277628	-0.3446974	"CRPPA"
"A_24_P833129"	0.4467882	0.0397	-2.2957394	-3.957892	-0.4885169	"CRPPA"
"A_33_P3326225"	0.8783268	0.538	-0.6327552	-6.019547	-0.1652988	"SAMD12"
"A_33_P3346473"	0.7671298	0.311	-1.0569684	-5.669394	-0.2225297	"PHF21A"
"A_23_P105957"	0.6796629	0.188	-1.3926111	-5.290665	-0.423784	"ACTN1"
"A_33_P3409939"	0.9835206	0.922	0.0997366	-6.218882	0.0282079	"GNAT3"
"A_33_P3383261"	0.4749754	0.0501	-2.1683419	-4.165827	-0.3752465	"SIKE1"
"A_24_P937855"	0.3532528	0.0197	-2.6719758	-3.320897	-0.7878008	"SIKE1"
"A_33_P3211734"	0.9164202	0.653	-0.4612508	-6.114546	-0.1265629	"SIKE1"
"A_33_P3309075"	0.9407621	0.742	-0.3359579	-6.165715	-0.1429691	"TBC1D8"
"A_33_P3323939"	0.6516947	0.16	1.4944965	-5.160607	0.5166041	"LIPN"
"A_24_P25550"	0.4654134	0.0467	-2.2066114	-4.103869	-0.519792	"ADH6"
"A_23_P322845"	0.9790577	0.901	0.1264295	-6.215751	0.0467441	"PLPP5"
"A_33_P3359219"	0.9256457	0.681	-0.4204263	-6.132937	-0.1550844	"PLPP5"
"A_24_P33508"	0.870308	0.517	0.6664423	-5.997594	0.157428	"MARCHF11"
"A_32_P214665"	0.9791813	0.902	0.1257327	-6.215842	0.0304848	"PCP4L1"
"A_21_P0013244"	0.565023	0.0963	1.7980394	-4.738165	0.3660351	"DTX2"
"A_24_P118376"	0.7377154	0.26	-1.1798031	-5.54024	-0.2800676	"CEACAM20"
"A_32_P224525"	0.9728259	0.877	0.1582429	-6.211057	0.034192	"COL6A6"
"A_24_P922631"	0.9011313	0.604	0.5317675	-6.078922	0.2995294	"C5orf58"
"A_33_P3322085"	0.9767618	0.89	0.1414775	-6.213661	0.0363758	"ZNF554"
"A_24_P402898"	0.7605463	0.299	1.0830094	-5.64298	0.2554347	"OTUD4"
"A_33_P3239512"	0.7803414	0.333	1.0060071	-5.719533	0.3082347	"ZNF836"
"A_33_P3306843"	0.9890018	0.952	-0.0610141	-6.222112	-0.0157382	"ZNF836"
"A_33_P3247165"	0.8414442	0.455	-0.7710523	-5.922748	-0.1331105	"CT62"
"A_24_P783008"	0.9710408	0.869	0.1685284	-6.209315	0.0454436	"FAM237A"
"A_33_P3212167"	0.9775062	0.894	-0.1365583	-6.21437	-0.0343658	"ACTN2"
"A_24_P686965"	0.7395834	0.263	1.1723052	-5.54845	0.3842439	"SH2D5"
"A_33_P3417452"	0.84055	0.453	0.7744885	-5.920122	0.3306695	"ZGLP1"
"A_33_P3305093"	0.9051411	0.617	0.5125011	-6.089136	0.1537535	"ZGLP1"
"A_33_P3307960"	0.7238153	0.241	-1.2319154	-5.482046	-0.3253275	"AADACL3"
"A_33_P3307965"	0.3855576	0.0253	2.5395747	-3.548301	0.6405619	"AADACL3"
"A_33_P3335590"	0.8508357	0.477	-0.7326541	-5.95138	-0.1349407	"BICDL2"
"A_33_P3220352"	0.9455081	0.76	-0.312175	-6.173649	-0.0898667	"CNPY1"
"A_33_P3220347"	0.9648348	0.844	0.200914	-6.203121	0.0388534	"CNPY1"
"A_33_P3404749"	0.7056671	0.218	-1.2967852	-5.406905	-0.3711618	"FMN1"
"A_23_P138881"	0.6221706	0.133	-1.6055019	-5.011858	-0.4654704	"ACTN3"
"A_33_P3233659"	0.6847776	0.193	-1.376545	-5.310577	-0.5235962	"RPP30"
"A_33_P3233666"	0.8840887	0.555	0.6072539	-6.035456	0.1112386	"RPP30"
"A_33_P3368750"	0.8235716	0.419	0.8361157	-5.871228	0.3362777	"PAQR5"
"A_33_P3315375"	0.9267482	0.686	-0.4141903	-6.135601	-0.264105	"SLFN11"
"A_33_P3424861"	0.9680991	0.855	-0.1870091	-6.205913	-0.1128196	"FAM118A"
"A_33_P3228762"	0.9198636	0.665	-0.4438814	-6.122572	-0.0732366	"SLC25A36"
"A_23_P408455"	0.9526867	0.794	-0.2670616	-6.187123	-0.0536872	"SLC25A36"
"A_23_P79221"	0.8078766	0.384	0.9015068	-5.815724	0.2246325	"ACVR1"
"A_33_P3360665"	0.913824	0.644	0.4738184	-6.108553	0.1146053	"ACVR1"
"A_23_P38015"	0.4654134	0.0469	2.2038763	-4.108312	0.4388962	"FBRS"
"A_33_P3329549"	0.3572382	0.0204	2.6548063	-3.350548	0.6159154	"FBRS"
"A_33_P3308744"	0.8403841	0.453	-0.7751882	-5.919585	-0.2522624	"LAMA4"
"A_33_P3391596"	0.7411473	0.266	1.1635983	-5.557932	0.537227	"LAMA4"
"A_33_P3308749"	0.7436333	0.271	-1.1522213	-5.570236	-0.2483192	"LAMA4"
"A_33_P3391603"	0.9920769	0.969	-0.039594	-6.223231	-0.008491	"LAMA4"
"A_24_P286054"	0.5732875	0.101	1.772277	-4.775853	0.4466102	"ZFYVE16"
"A_24_P558365"	0.9580588	0.817	-0.2358357	-6.195233	-0.0459772	"FABP12"
"A_33_P3335606"	0.9439915	0.754	-0.3201296	-6.171059	-0.0683238	"CCNQP1"
"A_24_P358591"	0.7919417	0.356	-0.9592143	-5.763723	-0.2164953	"FAM166C"
"A_32_P150391"	0.6038444	0.119	-1.6732934	-4.917652	-0.817948	"C17orf100"
"A_24_P332081"	0.8297212	0.431	0.8146598	-5.888631	0.8528221	"JAKMIP3"
"A_33_P3352088"	0.9569713	0.812	-0.2430054	-6.193459	-0.0708436	"JAKMIP3"
"A_33_P3238533"	0.683084	0.191	-1.3819558	-5.303889	-0.348997	"CCDC178"
"A_33_P3350169"	0.7982954	0.365	0.9398435	-5.781489	0.1993207	"CCDC178"
"A_33_P3396872"	0.8807565	0.545	0.6214714	-6.026662	0.1587118	"CPED1"
"A_23_P51051"	0.4790447	0.0517	2.1507296	-4.194187	0.5258178	"ZNF142"
"A_33_P3613000"	0.6452628	0.153	1.5203655	-5.126578	0.4070306	"ZBTB10"
"A_33_P3239338"	0.2551532	0.00807	-3.1454147	-2.490709	-0.5995411	"DGKZ"
"A_33_P3279959"	0.9713192	0.87	0.1672777	-6.209533	0.099156	"PLXNA4"
"A_33_P3252804"	0.8275962	0.425	0.8243858	-5.880792	0.231612	"WEE2"
"A_21_P0000005"	0.7982954	0.365	0.9396617	-5.781655	0.2603531	"SMTNL1"
"A_33_P3291379"	0.8435204	0.461	-0.7604021	-5.930823	-0.1833684	"MSGN1"
"A_32_P93391"	0.4690306	0.0483	-2.1886321	-4.133033	-0.5490699	"NUDT19"
"A_33_P3344156"	0.9821388	0.915	0.1095086	-6.217821	0.01977	"PLA2G2C"
"A_33_P3252146"	0.9019226	0.606	-0.5294693	-6.080159	-0.1433054	"HMX3"
"A_32_P123255"	0.9094528	0.631	-0.4923847	-6.099416	-0.488551	"SOWAHD"
"A_33_P3307207"	0.9641833	0.84	0.2057636	-6.2021	0.0566119	"URAD"
"A_32_P203528"	0.9355846	0.719	-0.3686169	-6.15389	-0.075311	"SYCE2"
"A_24_P595237"	0.6167299	0.129	1.6243448	-4.98592	0.3973558	"SYNDIG1L"
"A_23_P69020"	0.9367404	0.726	0.3586255	-6.157622	0.0705202	"GABRR3"
"A_33_P3379251"	0.8276016	0.425	-0.8239479	-5.881147	-0.183713	"LRRC30"
"A_33_P3292387"	0.7871103	0.347	-0.9779572	-5.746238	-0.4225251	"LRRIQ3"
"A_33_P3381478"	0.8949939	0.583	0.5641682	-6.060934	0.1480871	"LRRIQ3"
"A_24_P272917"	0.9364016	0.723	0.3620707	-6.156346	0.0716661	"USP17L9P"
"A_33_P3283262"	0.9784766	0.898	-0.1309057	-6.215154	-0.0254367	"USP17L9P"
"A_33_P3286980"	0.3529458	0.0197	-2.672938	-3.319234	-0.8582462	"USP17L9P"
"A_33_P3367717"	0.7658627	0.308	-1.0622654	-5.664064	-0.2145105	"USP17L9P"
"A_33_P3297345"	0.6557333	0.164	-1.4786632	-5.181237	-0.7339328	"TTC24"
"A_33_P3346766"	0.9924108	0.97	0.0383607	-6.223281	0.0096808	"UGT2A2"
"A_32_P134209"	0.7910525	0.354	0.9625446	-5.760638	0.2387957	"ACVR2B"
"A_24_P300777"	0.5603981	0.0935	1.8152721	-4.712783	0.5927294	"ADAM8"
"A_33_P3252539"	0.5537883	0.0882	1.8490897	-4.662578	0.7013559	"HIGD1C"
"A_32_P48559"	0.7925498	0.357	-0.9567568	-5.765995	-0.2007114	"C16orf92"
"A_23_P162702"	0.7824491	0.338	0.9972064	-5.727981	0.3546747	"HECTD4"
"A_19_P00805705"	0.6971952	0.207	1.3307767	-5.366373	0.3788339	"HECTD4"
"A_23_P309292"	0.6291822	0.139	1.5784233	-5.04879	0.4652034	"HECTD4"
"A_32_P58872"	0.7583095	0.295	-1.0930819	-5.632622	-0.9081149	"GSG1L"
"A_32_P80245"	0.6963092	0.206	1.3333439	-5.36328	0.2894665	"ZFP57"
"A_24_P912366"	0.8179719	0.405	0.8626973	-5.84911	0.367966	"FAM160A1"
"A_33_P3381313"	0.9999231	0.999	-0.0011359	-6.224044	-0.0003156	"FAM160A1"
"A_33_P3381318"	0.8070097	0.383	-0.9044092	-5.813176	-0.3233598	"FAM160A1"
"A_33_P3399618"	0.7120156	0.227	1.2715281	-5.436511	0.222729	"KLHL33"
"A_23_P48886"	0.5291176	0.0735	-1.9532593	-4.504814	-0.4653198	"ADAM10"
"A_33_P3243857"	0.6243397	0.135	-1.5972269	-5.023187	-0.411053	"ADAM10"
"A_33_P3223825"	0.5967035	0.114	1.6994312	-4.880685	0.3655148	"SRRM3"
"A_23_P42768"	0.9501328	0.784	-0.2795698	-6.183594	-0.0572437	"SRRM3"
"A_23_P331700"	0.9409362	0.744	-0.3344789	-6.166225	-0.0926435	"SRRM3"
"A_33_P3257451"	0.8108151	0.389	-0.8920427	-5.823985	-0.2786817	"SRRM3"
"A_33_P3245883"	0.9339308	0.711	0.3793348	-6.149776	0.0662196	"RNASE9"
"A_24_P65098"	0.908229	0.628	-0.4970913	-6.097047	-0.0866088	"TMEM87A"
"A_33_P3247659"	0.9863721	0.938	0.0798614	-6.220734	0.0228554	"TMEM87A"
"A_33_P3209537"	0.7779787	0.329	1.0150002	-5.710836	0.194196	"EBF4"
"A_33_P3366120"	0.919013	0.662	0.4473387	-6.120998	0.121111	"FLNA"
"A_33_P3245066"	0.7695994	0.315	1.0468533	-5.67951	0.2198191	"SLC35E2B"
"A_33_P3339036"	0.7422125	0.268	1.1590059	-5.56291	0.2942296	"MECP2"
"A_33_P3317211"	0.896118	0.589	0.5545125	-6.066401	0.1903106	"MECP2"
"A_33_P3265526"	0.9467554	0.766	0.3044353	-6.176108	0.081676	"NAA16"
"A_32_P188825"	0.6440505	0.152	1.5242344	-5.121455	0.4962955	"TDRD12"
"A_24_P362317"	0.1066152	0.00111	4.2101448	-0.622128	0.9384594	"ADAR"
"A_33_P3350621"	0.827909	0.426	-0.822894	-5.882	-0.3887962	"CNRIP1"
"A_33_P3395876"	0.9123577	0.639	0.4810374	-6.105041	0.0833558	"PDE4A"
"A_33_P3291816"	0.8244613	0.42	-0.8337881	-5.873135	-0.270921	"CLDN22"
"A_33_P3372859"	0.9351148	0.715	-0.3739287	-6.151865	-0.2061484	"DDX54"
"A_23_P211207"	0.8044561	0.378	-0.9146958	-5.804086	-0.4604601	"ADARB1"
"A_33_P3381393"	0.7799159	0.333	1.0078135	-5.717791	0.2252236	"VAX1"
"A_33_P3328937"	0.2315724	0.00629	3.2776976	-2.256412	1.0881422	"TLK2"
"A_24_P275199"	0.9355097	0.718	-0.368993	-6.153748	-0.0723798	"KCNC1"
"A_23_P162228"	0.827909	0.426	-0.8226666	-5.882184	-0.1765837	"NACA"
"A_23_P217901"	0.5749569	0.102	1.7658054	-4.785271	0.6390318	"TSTD1"
"A_33_P3221408"	0.9691912	0.861	-0.1787967	-6.207468	-0.0448726	"NTNG1"
"A_33_P3221418"	0.9129231	0.641	0.4781792	-6.106438	0.1899943	"NTNG1"
"A_33_P3223121"	0.7929072	0.357	0.9559867	-5.766705	0.5585102	"HIPK2"
"A_33_P3337491"	0.9884556	0.949	0.0658791	-6.221792	0.0163602	"TEN1"
"A_24_P396375"	0.7357709	0.257	-1.188799	-5.530336	-0.6543077	"ECE1"
"A_33_P3299055"	0.6751156	0.182	1.4123106	-5.266024	0.262545	"FER1L5"
"A_24_P100830"	0.7266125	0.244	-1.2225462	-5.492654	-0.3986669	"AMN1"
"A_19_P00316404"	0.8442509	0.462	-0.7581598	-5.93251	-0.3144339	"C17orf51"
"A_19_P00324604"	0.6415729	0.15	1.5318492	-5.111346	0.4694934	"C17orf51"
"A_24_P59607"	0.9477341	0.771	-0.2968556	-6.178457	-0.1306248	"C17orf51"
"A_19_P00322906"	0.9043287	0.614	-0.5174971	-6.086522	-0.1459428	"C17orf51"
"A_19_P00320517"	0.8615695	0.499	-0.6963045	-5.97725	-0.1747648	"C17orf51"
"A_19_P00316012"	0.9866501	0.941	0.0749497	-6.221129	0.0290115	"C17orf51"
"A_19_P00804596"	0.9255804	0.681	-0.4208679	-6.132747	-0.1819726	"C17orf51"
"A_19_P00316405"	0.8738281	0.526	-0.6521338	-6.007048	-0.3054966	"C17orf51"
"A_19_P00320842"	0.9989156	0.995	-0.0065751	-6.224022	-0.0014183	"C17orf51"
"A_19_P00320841"	0.8890485	0.565	-0.5907376	-6.045432	-0.2323049	"C17orf51"
"A_23_P382682"	0.4609806	0.0451	2.2255277	-4.073079	0.916079	"NOXRED1"
"A_33_P3347397"	0.7299098	0.249	-1.2089923	-5.507887	-0.3674348	"AMOT"
"A_33_P3408420"	0.9721745	0.873	-0.1627759	-6.210303	-0.041783	"MDGA2"
"A_33_P3316544"	0.5238568	0.0713	1.9703956	-4.478432	0.6883076	"PARP15"
"A_33_P3340682"	0.8853582	0.558	-0.6018726	-6.038735	-0.1082272	"ZNF276"
"A_33_P3305531"	0.2026941	0.00452	3.4529694	-1.945868	0.6901969	"METTL15"
"A_19_P00807411"	0.607101	0.121	-1.66254	-4.932758	-0.301652	"RNF180"
"A_33_P3258339"	0.7689188	0.313	-1.0502893	-5.676083	-0.2076787	"LRRC75A"
"A_33_P3255949"	0.4976385	0.0601	2.0672892	-4.327149	0.3506529	"TYMP"
"A_24_P416177"	0.6394279	0.148	-1.5400375	-5.100438	-0.719737	"ADCY7"
"A_33_P3392177"	0.994155	0.977	0.0289247	-6.22361	0.0086548	"CLIC5"
"A_33_P3360718"	0.9373942	0.73	-0.353034	-6.159666	-0.0690853	"CDC27"
"A_33_P3387524"	0.1453753	0.0022	-3.8368069	-1.269446	-1.0357548	"DEPDC1"
"A_33_P3349536"	0.5472612	0.084	-1.8772384	-4.620402	-0.5656505	"CHEK1"
"A_33_P3386099"	0.9559021	0.808	0.2488123	-6.191984	0.0722177	"ELK1"
"A_33_P3385002"	0.7519455	0.283	1.1206979	-5.603821	0.2787708	"ELK1"
"A_33_P3249135"	0.4654134	0.0468	2.2057756	-4.105226	0.434437	"NBEAL1"
"A_24_P109432"	0.7662739	0.309	1.0601131	-5.666233	0.2403817	"NBEAL1"
"A_33_P3268472"	0.7371475	0.258	-1.18389	-5.535748	-0.3122324	"CTSC"
"A_33_P3247175"	0.7100482	0.225	1.2762039	-5.431063	0.4087036	"C4orf47"
"A_33_P3367247"	0.909302	0.631	-0.4929976	-6.099109	-0.2068531	"CNTLN"
"A_33_P3367251"	0.933491	0.709	-0.3812137	-6.149042	-0.1331462	"CNTLN"
"A_33_P3317664"	0.900271	0.6	0.5378805	-6.075606	0.1229122	"MGAT1"
"A_33_P3363645"	0.4010227	0.0289	2.4683051	-3.669386	0.6381655	"MGAT1"
"A_33_P3344951"	0.3995012	0.0285	-2.476121	-3.656157	-0.8871899	"JMJD7"
"A_33_P3322589"	0.8793705	0.542	-0.6262626	-6.023656	-0.1618941	"FANCL"
"A_32_P123514"	0.8564705	0.487	-0.7156934	-5.963602	-0.7214185	"PABPC4L"
"A_33_P3219459"	0.8959828	0.588	0.5559628	-6.065585	0.117796	"TMEM240"
"A_32_P161913"	0.3760251	0.0235	2.5792246	-3.480515	0.5728422	"TMEM240"
"A_33_P3208970"	0.6458088	0.154	-1.5183466	-5.129248	-1.2369949	"ZNF683"
"A_33_P3283619"	0.8076879	0.384	-0.9018984	-5.815381	-0.1935363	"SH2D1A"
"A_33_P3351686"	0.3824751	0.0246	2.5535972	-3.524361	0.6630376	"CCDC17"
"A_23_P169993"	0.5761791	0.103	-1.7595375	-4.794374	-0.6450271	"ADCY8"
"A_24_P930975"	0.767973	0.312	-1.053822	-5.672549	-0.3458512	"CD300LD"
"A_24_P935103"	0.7384354	0.261	-1.1769655	-5.543352	-0.485836	"ADCY9"
"A_23_P157109"	0.8894088	0.566	-0.589966	-6.045892	-0.1513898	"ADCYAP1R1"
"A_33_P3337049"	0.9683829	0.856	0.1854244	-6.206218	0.0441682	"GLRA2"
"A_23_P41246"	0.7892768	0.351	-0.9688764	-5.754746	-0.395053	"MFSD10"
"A_23_P134953"	0.878078	0.537	0.6342621	-6.018587	0.4389994	"PLIN2"
"A_33_P3410409"	0.9696246	0.863	0.1756786	-6.208041	0.0491264	"LAMP2"
"A_33_P3211809"	0.5603981	0.0935	1.815559	-4.712359	0.6523281	"RUNX1"
"A_24_P34155"	0.6993424	0.21	1.3218914	-5.377043	0.6095544	"RUNX1"
"A_19_P00324550"	0.8314418	0.434	-0.8075503	-5.894309	-0.1850657	"GALNT9"
"A_19_P00322242"	0.7908531	0.354	-0.9634789	-5.75977	-0.4677169	"GALNT9"
"A_19_P00327126"	0.7877269	0.347	0.9763775	-5.747723	0.1870308	"GALNT9"
"A_33_P3287119"	0.88354	0.553	0.6092591	-6.034228	0.1004095	"FAM178B"
"A_33_P3319276"	0.8670988	0.51	0.6776568	-5.990051	0.2050114	"FAM178B"
"A_33_P3224331"	0.6846629	0.193	1.3772669	-5.309685	0.4543107	"DDX3Y"
"A_33_P3307957"	0.9490634	0.778	-0.287673	-6.181224	-0.1161114	"ABCD3"
"A_33_P3307955"	0.8055402	0.379	0.911118	-5.807258	0.4134592	"ABCD3"
"A_33_P3245218"	0.907282	0.625	0.5016657	-6.094723	0.1109038	"TENM2"
"A_24_P299474"	0.9903394	0.958	-0.0534188	-6.222563	-0.0104399	"TENM2"
"A_33_P3312642"	0.3403661	0.0176	-2.7315795	-3.217633	-0.5518329	"PRR32"
"A_33_P3267822"	0.7745706	0.323	1.0280245	-5.698125	0.4340518	"MICAL3"
"A_33_P3379356"	0.9693522	0.862	0.1776005	-6.207689	0.0520704	"ESR1"
"A_33_P3352148"	0.9704306	0.867	-0.1708961	-6.208899	-0.058475	"AGAP2"
"A_32_P117170"	0.7575853	0.293	-1.0969509	-5.628622	-0.5272752	"NAPEPLD"
"A_23_P3823"	0.6295945	0.141	-1.5725637	-5.056728	-0.3264809	"BCKDK"
"A_32_P15512"	0.8418668	0.456	-0.7687429	-5.924508	-0.1872143	"C1orf194"
"A_24_P202840"	0.9043214	0.613	-0.5180723	-6.08622	-0.376729	"SIRPB2"
"A_33_P3272260"	0.9727924	0.876	-0.1591062	-6.210915	-0.0563509	"SIRPB2"
"A_23_P303286"	0.9990024	0.995	-0.0061647	-6.224025	-0.0019198	"RPTN"
"A_23_P112596"	0.2700266	0.00923	-3.0747792	-2.615614	-0.7855122	"ADK"
"A_24_P76018"	0.907282	0.625	-0.501756	-6.094677	-0.1891665	"ARIH2OS"
"A_23_P212354"	0.9260843	0.684	-0.4168105	-6.134486	-0.7180617	"CCR2"
"A_33_P3401402"	0.9777087	0.894	0.1359036	-6.214462	0.0392535	"C7orf65"
"A_33_P3401397"	0.7998682	0.37	-0.9305295	-5.78992	-0.1834659	"C7orf65"
"A_21_P0014031"	0.9214293	0.67	-0.4360766	-6.126082	-0.1238081	"MAPT"
"A_33_P3242952"	0.688613	0.196	-1.3651619	-5.324583	-0.527907	"FAM72A"
"A_33_P3250887"	0.699834	0.211	-1.3196402	-5.379738	-0.616691	"SYCE3"
"A_24_P659836"	0.7422589	0.268	-1.1587097	-5.563231	-0.5506398	"SYCE3"
"A_24_P932416"	0.3851358	0.0252	2.5409742	-3.545913	1.296481	"TMEM14EP"
"A_24_P81298"	0.2487766	0.00758	-3.1789212	-2.431398	-0.7692829	"PPP6C"
"A_33_P3371360"	0.9263609	0.685	0.4152847	-6.135136	0.0800232	"METTL24"
"A_33_P3322363"	0.7004612	0.211	-1.3173042	-5.382531	-0.6122264	"HMSD"
"A_23_P115375"	0.9481561	0.775	0.2916486	-6.180036	0.0841095	"H3C13"
"A_24_P704446"	0.7405952	0.264	1.1687784	-5.552298	0.3486989	"TMEM72"
"A_24_P76854"	0.9013139	0.605	0.5308295	-6.079427	0.1243849	"KRTAP2-1"
"A_33_P3299739"	0.8493587	0.475	0.7368574	-5.948311	0.1067743	"CLDN19"
"A_23_P324885"	0.66535	0.173	-1.4463594	-5.222857	-0.7813997	"CCR2"
"A_23_P127948"	0.4753926	0.0502	2.166843	-4.168244	1.2153607	"ADM"
"A_24_P92183"	0.9812236	0.911	-0.1146062	-6.217229	-0.0705393	"PABPC1L"
"A_33_P3413808"	0.8205131	0.412	0.8485671	-5.860944	0.2220578	"PABPC1L"
